Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
6249,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Hubramonavirus,,Hubramonavirus hubeiense,ssRNA(-),"Renamed,Removed as Type Species,",36,2020.004F.R.Mymona.zip;2020.001G.R.Abolish_type_species.pdf,ICTVonline=202008670,
6250,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Hubramonavirus,,Hubramonavirus terrae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008884,
6251,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Lentimonavirus,,Lentimonavirus lentinulae,ssRNA(-),"Renamed,Moved,",36,2020.004F.R.Mymona.zip,ICTVonline=202008671,
6252,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus alphapenicillii,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008888,
6253,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus alphaplasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008890,
6254,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus betapenicillii,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008889,
6255,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus betaplasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008891,
6256,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus deltaplasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008893,
6257,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus epsilonplasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008894,
6258,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus etaplasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008896,
6259,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus gammaplasmopara,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008892,
6260,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus kilnbarnense,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008897,
6261,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Penicillimonavirus,,Penicillimonavirus zetaplasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008895,
6262,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Phyllomonavirus,,Phyllomonavirus gysingense,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008903,
6263,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Phyllomonavirus,,Phyllomonavirus phyllospherae,ssRNA(-),"Renamed,Moved,",36,2020.004F.R.Mymona.zip,ICTVonline=202006245,
6264,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Plasmopamonavirus,,Plasmopamonavirus plasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008899,
6265,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Rhizomonavirus,,Rhizomonavirus mali,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008905,
6266,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus alphaclarireediae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008882,
6267,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus alphaplasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008879,
6268,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus alternariae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008876,
6269,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus betaclarireediae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008883,
6270,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus betaplasmoparae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008880,
6271,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus botrytidis,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008881,
6272,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus fusarii,ssRNA(-),"Renamed,",36,2020.004F.R.Mymona.zip,ICTVonline=202006243,
6273,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus illinoisense,ssRNA(-),"Renamed,",36,2020.004F.R.Mymona.zip,ICTVonline=202006244,
6274,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus penicillii,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008878,
6275,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus sclerotiniae,ssRNA(-),"Renamed,Removed as Type Species,",36,2020.004F.R.Mymona.zip;2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001575,
6276,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Sclerotimonavirus,,Sclerotimonavirus terrae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008877,
6277,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Berhavirus,,Beihai berhavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006257,
6278,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Berhavirus,,Echinoderm berhavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006258,
6279,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Berhavirus,,Sipunculid berhavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006256,
6280,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Crustavirus,,Beihai crustavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006250,
6281,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Crustavirus,,Wenling crustavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006249,
6282,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Crustavirus,,Wenzhou crustavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001818,
6283,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Formivirus,,Chalybion formivirus,ssRNA(-),"New,",36,2020.024M.R.Nyamiviridae_1ngen_5nsp.zip,ICTVonline=202009668,
6284,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Formivirus,,Exsecta formivirus,ssRNA(-),"New,",36,2020.024M.R.Nyamiviridae_1ngen_5nsp.zip,ICTVonline=202009666,
6285,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Formivirus,,Fusca formivirus,ssRNA(-),"New,",36,2020.024M.R.Nyamiviridae_1ngen_5nsp.zip,ICTVonline=202009665,
6286,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Formivirus,,Gorytes formivirus,ssRNA(-),"New,",36,2020.024M.R.Nyamiviridae_1ngen_5nsp.zip,ICTVonline=202009667,
6287,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Nyavirus,,Jacinto nyavirus,ssRNA(-),"New,",36,2020.024M.R.Nyamiviridae_1ngen_5nsp.zip,ICTVonline=202009663,
6288,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Nyavirus,,Midway nyavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001579,
6289,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Nyavirus,,Nyamanini nyavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001580,
6290,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Nyavirus,,Sierra Nevada nyavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001581,
6291,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Orinovirus,,Orinoco orinovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006252,
6292,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Socyvirus,,Soybean cyst nematode socyvirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001585,
6293,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Nyamiviridae,,Tapwovirus,,Tapeworm tapwovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006254,
6294,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 2,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001592,
6295,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 5,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001595,
6296,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 6,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001596,
6297,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 7,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001597,
6298,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 8,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001598,
6299,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 10,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001600,
6300,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 11,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001601,
6301,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 14,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202005574,
6302,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 15,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202005575,
6303,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 20,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006448,
6304,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Metaavulavirus,,Avian metaavulavirus 22,ssRNA(-),"New,",36,2020.011M.R.Metaavulavirus_1nsp.zip,ICTVonline=202009286,
6305,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 1,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001591,
6306,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 9,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001599,
6307,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 12,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001602,
6308,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 13,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001603,
6309,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 16,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202005576,
6310,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 17,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202005577,
6311,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 18,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202005578,
6312,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 19,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202005579,
6313,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 21,ssRNA(-),"New,",35,2019.014M;2019.025M.zip,ICTVonline=202007416,
6314,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Paraavulavirus,,Avian paraavulavirus 3,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001593,
6315,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Paraavulavirus,,Avian paraavulavirus 4,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001594,
6316,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Metaparamyxovirinae,Synodonvirus,,Synodus synodonvirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006472,
6317,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Aquaparamyxovirus,,Oncorhynchus aquaparamyxovirus,ssRNA(-),"New,",35,2019.025M.zip,ICTVonline=202007559,
6318,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Aquaparamyxovirus,,Salmo aquaparamyxovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001589,
6319,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Ferlavirus,,Reptilian ferlavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001605,
6320,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Cedar henipavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001607,
6321,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Ghanaian bat henipavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001608,
6322,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Hendra henipavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001609,
6323,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Mojiang henipavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001610,
6324,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Nipah henipavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001611,
6325,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Beilong jeilongvirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006453,
6326,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Jun jeilongvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006454,
6327,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Lophuromys jeilongvirus 1,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006455,
6328,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Lophuromys jeilongvirus 2,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006456,
6329,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Miniopteran jeilongvirus,ssRNA(-),"New,",35,2019.025M.zip,ICTVonline=202007560,
6330,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Myodes jeilongvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006457,
6331,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Tailam jeilongvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006458,
6332,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Canine morbillivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001613,
6333,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Cetacean morbillivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001614,
6334,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Feline morbillivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001615,
6335,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Measles morbillivirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001616,
6336,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Phocine morbillivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001617,
6337,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Rinderpest morbillivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001618,
6338,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Small ruminant morbillivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001619,
6339,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Narmovirus,,Mossman narmovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006460,
6340,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Narmovirus,,Myodes narmovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006461,
6341,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Narmovirus,,Nariva narmovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006462,
6342,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Narmovirus,,Tupaia narmovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006463,
6343,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Respirovirus,,Bovine respirovirus 3,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001621,
6344,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Respirovirus,,Caprine respirovirus 3,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006464,
