"ICTVnames","NCBInames","ExemplarOrAdditional","GenBankIDs","RefSeqIDs"
"Deltavirus peruense","hepatitis D virus 3","E","AB037948","zero"
"Deltavirus senegalense","hepatitis D virus 8","E","AM183330","zero"
"Deltavirus taiwanense","hepatitis D virus 4","E","AF018077","zero"
"Deltavirus togense","hepatitis D virus 5","E","AM183331","zero"
"Dobrovirus bufonis","Chusan Island toad virus 1","E","MK962760","zero"
"Thurisazvirus myis","Tome’s spiny-rat virus 1","E","MK598003","zero"
"Acanthocystis turfacea chlorella virus 1","Acanthocystis turfacea Chlorella virus 1","E","EF101928","NC_008724"
"Hydra viridis Chlorella virus 1","Hydra viridis Chlorella virus 1","E","","zero"
"Paramecium bursaria Chlorella virus 1","Paramecium bursaria Chlorella virus 1","E","JF411744","NC_000852"
"Paramecium bursaria Chlorella virus A1","Paramecium bursaria Chlorella virus A1","E","JX997159","NC_044937"
"Paramecium bursaria Chlorella virus AL1A","Paramecium bursaria Chlorella virus AL1A","E","","zero"
"Paramecium bursaria Chlorella virus AL2A","Paramecium bursaria Chlorella virus AL2A","E","AY338213","NC_038548"
"Paramecium bursaria Chlorella virus BJ2C","Paramecium bursaria Chlorella virus BJ2C","E","","zero"
"Paramecium bursaria Chlorella virus CA4A","Paramecium bursaria Chlorella virus CA4A","E","","zero"
"Paramecium bursaria Chlorella virus CA4B","Paramecium bursaria Chlorella virus CA4B","E","AY338217","NC_038549"
"Paramecium bursaria Chlorella virus IL3A","Paramecium bursaria Chlorella virus IL3A","E","AY857869","NC_038550"
"Paramecium bursaria Chlorella virus NC1A","Paramecium bursaria Chlorella virus NC1A","E","M96366; X06618","NC_043234; NC_043233"
"Paramecium bursaria Chlorella virus NE8A","Paramecium bursaria Chlorella virus NE8A","E","AY338215","NC_038551"
"Paramecium bursaria Chlorella virus NY2A","Paramecium bursaria Chlorella virus NY2A","E","DQ491002","NC_009898"
"Paramecium bursaria Chlorella virus NYs1","Paramecium bursaria Chlorella virus NYs1","E","JX997183; AF062394","NC_043235; NC_043236"
"Paramecium bursaria Chlorella virus SC1A","Paramecium bursaria Chlorella virus SC1A","E","U65738; U65739; U65737; U65736; AY338214","NC_043237; NC_043238; NC_043239; NC_043240; NC_043241"
"Paramecium bursaria Chlorella virus XY6E","Paramecium bursaria Chlorella virus XY6E","E","","zero"
"Paramecium bursaria Chlorella virus XZ3A","Paramecium bursaria Chlorella virus XZ3A","E","","zero"
"Paramecium bursaria Chlorella virus XZ4A","Paramecium bursaria Chlorella virus XZ4A","E","","zero"
"Paramecium bursaria Chlorella virus XZ4C","Paramecium bursaria Chlorella virus XZ4C","E","AY338220","NC_038552"
"Emiliania huxleyi virus 86","Emiliania huxleyi virus 86","E","AJ890364","NC_007346"
"Ectocarpus fasciculatus virus a","Ectocarpus fasciculatus virus a","E","AF009626","NC_043128"
"Ectocarpus siliculosus virus 1","Ectocarpus siliculosus virus 1","E","AF204951","NC_002687"
"Ectocarpus siliculosus virus a","Ectocarpus siliculosus virus a","E","","zero"
"Feldmannia irregularis virus a","Feldmannia irregularis virus a","E","AY225135; AY225148; AY225147; AY225146; AY225145; AY225144; AY225143; AY225142; AY225140; AY225139; AY225138; AY225137; AY225136; AY225134; AY225133; AY225141","NC_043255; NC_043245; NC_043243; NC_043242; NC_043248; NC_043247; NC_043246; NC_043244; NC_043251; NC_043250; NC_043257; NC_043249; NC_043256; NC_043252; NC_043254; NC_043253"
"Feldmannia species virus","Feldmannia species virus","E","EU916176","NC_011183"
"Feldmannia species virus a","Feldmannia species virus a","E","","zero"
"Hincksia hinckiae virus a","Hincksia hinckiae virus a","E","","zero"
"Myriotrichia clavaeformis virus a","Myriotrichia clavaeformis virus a","E","","zero"
"Pilayella littoralis virus 1","Pilayella littoralis virus 1","E","","zero"
"Micromonas pusilla virus SP1","Micromonas pusilla virus SP1","E","JF974320","NC_043129"
"Ostreococcus tauri virus OtV5","Ostreococcus tauri virus OtV5","E","EU304328","NC_010191"
"Chrysochromulina brevifilum virus PW1","Chrysochromulina brevifilum virus PW1","E","U32983","NC_043130"
"Heterosigma akashiwo virus 01","Heterosigma akashiwo virus 01","E","KX008963","NC_038553"
"Cafeteria roenbergensis virus","Cafeteria roenbergensis virus","E","GU244497","NC_014637"
"Acanthamoeba polyphaga mimivirus","Acanthamoeba polyphaga mimivirus","E","HQ336222","NC_014649"
"Heliothis virescens ascovirus 3a","Heliothis virescens ascovirus 3a","E","EF133465","NC_009233"
"Spodoptera frugiperda ascovirus 1a","Spodoptera frugiperda ascovirus 1a","E","AM398843","NC_008361"
"Trichoplusia ni ascovirus 2a","Trichoplusia ni ascovirus 2a","E","AY197700; AJ279826","NC_043216; NC_042217"
"Diadromus pulchellus toursvirus","Diadromus pulchellus toursvirus","E","CU469068","NC_011335"
"Lymphocystis disease virus 1","lymphocystis disease virus 1","E","L63545","NC_001824"
"Lymphocystis disease virus 2","lymphocystis disease virus 2; lymphocystis disease virus-China","E","AY380826","NC_005902"
"Lymphocystis disease virus 3","lymphocystis disease virus 3; lymphocystis disease virus-Sparus aurata","E","KX643370","NC_033423"
"Lymphocystis disease virus 4","lymphocystis disease virus 4","E","MN803438","zero"
"Infectious spleen and kidney necrosis virus","infectious spleen and kidney necrosis virus","E","AF371960","NC_003494"
"Scale drop disease virus","scale drop disease virus","E","KR139659","NC_027778"
"Ambystoma tigrinum virus","Ambystoma tigrinum virus","E","AY150217","NC_005832"
"Common midwife toad virus","common midwife toad virus-NL","E","KP056312","NC_039034"
"Epizootic haematopoietic necrosis virus","epizootic haematopoietic necrosis virus","E","FJ433873","NC_028461"
"European North Atlantic ranavirus","lumpfish ranavirus","E","MH665358","zero"
"Frog virus 3","frog virus 3","E","AY548484","NC_005946"
"Santee-Cooper ranavirus","largemouth bass virus","E","KU507317","NC_038508"
"Singapore grouper iridovirus","Singapore grouper iridovirus","E","AY521625","NC_006549"
"Anopheles minimus iridovirus","Anopheles minimus iridovirus","E","KF938901","NC_023848"
"Invertebrate iridescent virus 3","invertebrate iridescent virus 3; Mosquito iridescent virus","E","DQ643392","NC_008187"
"Invertebrate iridescent virus 9","invertebrate iridescent virus 9; Wiseana iridescent virus","E","GQ918152","NC_015780"
"Invertebrate iridescent virus 22","invertebrate iridescent virus 22","E","HF920633","NC_021901"
"Invertebrate iridescent virus 25","invertebrate iridescent virus 25","E","HF920635","NC_023613"
"Daphniairidovirus tvaerminne","Daphnia iridescent virus 1","E","LS484712","zero"
"Decapod iridescent virus 1","shrimp hemocyte iridescent virus","E","MF599468","zero"
"Invertebrate iridescent virus 6","invertebrate iridescent virus 6; Chilo iridescent virus","E","AF303741","NC_003038"
"Invertebrate iridescent virus 31","invertebrate iridescent virus 31","E","HF920637","NC_024451"
"Marseillevirus marseillevirus","Marseillevirus marseillevirus","E","GU071086","NC_013756"
"Senegalvirus marseillevirus","Senegalvirus marseillevirus","E","JF909596; JF909597; JF909598; JF909599; JF909600; JF909601","NC_043225; NC_043226; NC_043224; NC_043227; NC_042228; NC_043223"
"Lausannevirus","Lausannevirus","E","HQ113105","NC_015326"
"Tunisvirus","Tunisvirus","E","KF483846","NC_038511"
"African swine fever virus","African swine fever virus","E","U18466","NC_001659"
"Canarypox virus","canarypox virus","E","AY318871","NC_005309"
"Flamingopox virus","flamingopox virus","E","MF678796","NC_036582"
"Fowlpox virus","fowlpox virus","E","AF198100","NC_002188"
"Juncopox virus","juncopox virus","E","","zero"
"Mynahpox virus","mynahpox virus","E","","zero"
"Penguinpox virus","penguinpox virus","E","KJ859677","NC_024446"
"Pigeonpox virus","pigeonpox virus","E","KJ801920","NC_024447"
"Psittacinepox virus","psittacinepox virus","E","","zero"
"Quailpox virus","quailpox virus","E","DQ873809","NC_043178"
"Sparrowpox virus","sparrowpox virus","E","","zero"
"Starlingpox virus","starlingpox virus","E","","zero"
"Turkeypox virus","turkeypox virus","E","KP728110","NC_028238"
"Goatpox virus","goatpox virus","E","AY077835","NC_004003"
"Lumpy skin disease virus","lumpy skin disease virus","E","AF325528","NC_003027"
"Sheeppox virus","sheeppox virus","E","AY077832","NC_004002"
"Murmansk microtuspox virus","Murmansk poxvirus","E","MF001304","NC_035468"
"Yokapox virus","yokapox virus","E","HQ849551","NC_015960"
"Mule deerpox virus","mule deerpox virus","E","AY689436","NC_006966"
"Nile crocodilepox virus","Nile crocodilepox virus","E","DQ356948","NC_008030"
"Hare fibroma virus","hare fibroma virus","E","","zero"
"Myxoma virus","myxoma virus","E","AF170726","NC_001132"
"Rabbit fibroma virus","rabbit fibroma virus","E","AF170722","NC_001266"
"Squirrel fibroma virus","squirrel fibroma virus","E","EU732592","NC_043179"
"Eastern kangaroopox virus","Eastern grey kangaroopox virus","E","MF467281","zero"
"Western kangaroopox virus","Western grey kangaroopox virus","E","MF467280","zero"
"Molluscum contagiosum virus","Molluscum contagiosum virus","E","U60315","NC_001731"
"Sea otterpox virus","sea otter poxvirus","E","MH427217","NC_037656"
"Abatino macacapox virus","orthopoxvirus Abatino","E","MH816996","zero"
"Akhmeta virus","Akhmeta virus","E","MH607141","zero"
"Camelpox virus","camelpox virus","E","AF438165","NC_003391"
"Cowpox virus","cowpox virus","E","AF482758","NC_003663"
"Ectromelia virus","ectromelia virus","E","AF012825","NC_004105"
"Monkeypox virus","monkeypox virus","E","AF380138","NC_003310"
"Raccoonpox virus","raccoonpox virus","E","KP143769","NC_027213"
"Skunkpox virus","skunkpox virus","E","KU749310","NC_031038"
"Taterapox virus","taterapox virus","E","DQ437594","NC_008291"
"Vaccinia virus","vaccinia virus","E","AY243312","NC_006998"
"Variola virus","variola virus","E","X69198","NC_001611"
"Volepox virus","volepox virus","E","KU749311","NC_031033"
"Cotia virus","Cotia virus","E","HQ647181","NC_016924"
"Bovine papular stomatitis virus","bovine papular stomatitis virus","E","AY386265","NC_005337"
"Grey sealpox virus","seal parapoxvirus","E","KY382358","NC_035188"
"Orf virus","orf virus","E","AY386264","NC_005336"
"Pseudocowpox virus","pseudocowpox virus","E","GQ329670","NC_013804"
"Red deerpox virus","parapoxvirus red deer","E","KM502564","NC_025963"
"Pteropox virus","pteropox virus","E","KU980965","NC_030656"
"Salmon gillpox virus","salmon gill poxvirus","E","KT159937","NC_027707"
"Squirrelpox virus","squirrel poxvirus","E","HE601899","NC_022563"
"Swinepox virus","swinepox virus","E","AF410153","NC_003389"
"Eptesipox virus","eptesipox virus","E","KY747497","NC_035460"
"Tanapox virus","tanapox virus","E","AJ293568","NC_002642"
"Yaba monkey tumor virus","yaba monkey tumor virus","E","AY386371","NC_005179"
"Anomala cuprea entomopoxvirus","Anomala cuprea entomopoxvirus","E","AP013055","NC_023426"
"Aphodius tasmaniae entomopoxvirus","Aphodius tasmaniae entomopoxvirus","E","","zero"
"Demodema bonariensis entomopoxvirus","Demodema bonariensis entomopoxvirus","E","","zero"
"Dermolepida albohirtum entomopoxvirus","Dermolepida albohirtum entomopoxvirus","E","","zero"
"Figulus sublaevis entomopoxvirus","Figulus sublaevis entomopoxvirus","E","","zero"
"Geotrupes sylvaticus entomopoxvirus","Geotrupes sylvaticus entomopoxvirus","E","","zero"
"Melolontha melolontha entomopoxvirus","Melolontha melolontha entomopoxvirus","E","X77616","NC_038921"
"Acrobasis zelleri entomopoxvirus","Acrobasis zelleri entomopoxvirus","E","","zero"
"Adoxophyes honmai entomopoxvirus","Adoxophyes honmai entomopoxvirus","E","HF679131","NC_021247"
"Amsacta moorei entomopoxvirus","Amsacta moorei entomopoxvirus","E","AF250284","NC_002520"
"Arphia conspersa entomopoxvirus","Arphia conspersa entomopoxvirus","E","","zero"
"Choristoneura biennis entomopoxvirus","Choristoneura biennis entomopoxvirus","E","HF679132","NC_021248"
"Choristoneura conflicta entomopoxvirus","Choristoneura conflicta entomopoxvirus","E","","zero"
"Choristoneura diversuma entomopoxvirus","Choristoneura diversuma entomopoxvirus","E","","zero"
"Choristoneura fumiferana entomopoxvirus","Choristoneura fumiferana entomopoxvirus","E","U19239; D10681; AF027657; U76536","NC_043366; NC_043364; NC_043365; NC_043363"
"Choristoneura rosaceana entomopoxvirus","Choristoneura rosaceana entomopoxvirus","E","HF679133","NC_021249"
"Chorizagrotis auxiliaris entomopoxvirus","Chorizagrotis auxiliaris entomopoxvirus","E","","zero"
"Heliothis armigera entomopoxvirus","Heliothis armigera entomopoxvirus","E","","zero"
"Locusta migratoria entomopoxvirus","Locusta migratoria entomopoxvirus","E","","zero"
"Mythimna separata entomopoxvirus","Mythimna separata entomopoxvirus","E","HF679134","NC_021246"
"Oedaleus senegalensis entomopoxvirus","Oedaleus senegalensis entomopoxvirus","E","","zero"
"Operophtera brumata entomopoxvirus","Operophtera brumata entomopoxvirus","E","","zero"
"Schistocerca gregaria entomopoxvirus","Schistocerca gregaria entomopoxvirus","E","","zero"
"Melanoplus sanguinipes entomopoxvirus","Melanoplus sanguinipes entomopoxvirus 'O'","E","AF063866","NC_001993"
"Aedes aegypti entomopoxvirus","Aedes aegypti entomopoxvirus","E","","zero"
"Camptochironomus tentans entomopoxvirus","Camptochironomus tentans entomopoxvirus","E","","zero"
"Chironomus attenuatus entomopoxvirus","Chironomus attenuatus entomopoxvirus","E","","zero"
"Chironomus luridus entomopoxvirus","Chironomus luridus entomopoxvirus","E","","zero"
"Chironomus plumosus entomopoxvirus","Chironomus plumosus entomopoxvirus","E","","zero"
"Goeldichironomus holoprasinus entomopoxvirus","Goeldichironomus holoprasinus entomopoxvirus","E","","zero"
"Diachasmimorpha entomopoxvirus","Diachasmimorpha entomopoxvirus","E","EF541029; AF409094; AF500107; AF159588; AY598438; AY598433; AY598431; AY598437; AY598436; AY598435; AY598434; AY598432","NC_043465; NC_043456; NC_043463; NC_043458; NC_043455; NC_043461; NC_043462; NC_043459; NC_043460; NC_043457; NC_043454; NC_043464"
"Cafeteriavirus-dependent mavirus","Maverick-related virus","E","HQ712116","NC_015230"
"Mimivirus-dependent virus Sputnik","Sputnik virus 1","E","EU606015","NC_011132"
"Mimivirus-dependent virus Zamilon","Zamilon virus","E","HG531932","NC_022990"
"Alphadintovirus mayetiola","Mayetiola barley midge adintovirus","E","BK011003","zero"
"Betadintovirus terrapene","Terrapene box turtle adintovirus","E","BK010890","zero"
"Sulfolobus turreted icosahedral virus 1","Sulfolobus turreted icosahedral virus 1","E","AY569307","NC_005892"
"Sulfolobus turreted icosahedral virus 2","Sulfolobus turreted icosahedral virus 2","E","GU080336","NC_014099"
"Pseudomonas virus PR4","Enterobacteria phage PR4","E","AY848686","NC_007451"
"Pseudomonas virus PRD1","Enterobacteria phage PRD1","E","AY848689","NC_001421"
"Bacillus virus AP50","Bacillus phage AP50","E","EU408779","NC_011523"
"Bacillus virus Bam35","Bacillus phage Bam35c","E","AY257527","NC_005258"
"Bacillus virus GIL16","Bacillus phage GIL16c","E","AY701338","NC_006945"
"Bacillus virus Wip1","Bacillus phage Wip1","E","KF188458","NC_022094"
"Streptomyces virus Forthebois","Streptomyces phage Forthebois","E","MK620900","zero"
"Streptomyces virus WheeHeim","Streptomyces phage WheeHeim","E","MK305890","zero"
"Rhodococcus virus Toil","Rhodococcus phage Toil","E","KY817360","zero"
"Gluconobacter virus GC1","Gluconobacter phage GC1","E","MG159787","NC_042083"
"Bovine atadenovirus D","bovine adenovirus 4","E","AF036092","NC_002685"
"Bovine atadenovirus E","bovine adenovirus 6","E","JQ345700","NC_020074"
"Deer atadenovirus A","deer adenovirus 1","E","KY748210","NC_035619"
"Duck atadenovirus A","duck adenovirus 1","E","Y09598","NC_001813"
"Lizard atadenovirus A","lizard adenovirus 2","E","KJ156523","NC_024684"
"Lizard atadenovirus B","bearded dragon adenovirus 1","E","MT050041","zero"
"Ovine atadenovirus D","ovine adenovirus 7","E","U40839","NC_004037"
"Possum atadenovirus A","possum adenovirus 1","E","AF338823; AF249332","NC_043214; NC_043215"
"Psittacine atadenovirus A","psittacine adenovirus 3","E","KJ675568","NC_025962"
"Snake atadenovirus A","snake adenovirus 1","E","DQ106414","NC_009989"
"Duck aviadenovirus B","duck adenovirus 2","E","KJ469653","NC_024486"
"Falcon aviadenovirus A","falcon adenovirus 1","E","DQ460220","NC_043092"
"Fowl aviadenovirus A","fowl adenovirus 1","E","U46933","NC_001720"
"Fowl aviadenovirus B","fowl adenovirus 5","E","KC493646","NC_021221"
"Fowl aviadenovirus C","fowl adenovirus 4","E","GU188428","NC_015323"
"Fowl aviadenovirus D","fowl adenovirus 9","E","AF083975","NC_000899"
"Fowl aviadenovirus E","fowl adenovirus 6","E","KT862808","NC_038332"
"Goose aviadenovirus A","goose adenovirus 4","E","JF510462","NC_017979"
"Pigeon aviadenovirus A","pigeon adenovirus 1","E","FN824512","NC_024474"
"Pigeon aviadenovirus B","pigeon adenovirus 2","E","KX121164","NC_031503"
"Psittacine aviadenovirus B","psittacine adenovirus 4","E","KX577802","NC_039032"
"Psittacine aviadenovirus C","psittacine adenovirus 1","E","EF442329","zero"
"Turkey aviadenovirus B","turkey adenovirus 1","E","GU936707","NC_014564"
"Turkey aviadenovirus C","turkey adenovirus 4","E","KF477312","NC_022612"
"Turkey aviadenovirus D","turkey adenovirus 5","E","KF477313","NC_022613"
"Sturgeon ichtadenovirus A","white sturgeon adenovirus 1","E","AJ495768; AY082701","NC_043696; NC_043695"
"Bat mastadenovirus A","bat adenovirus 3","E","GU226970","NC_016895"
"Bat mastadenovirus B","bat adenovirus 2","E","JN252129","NC_015932"
